match_id,date,league,home_team,away_team,city,venue,broadcaster,time_slot,viewership_tv_millions,viewership_digital_millions,social_buzz_volume,sentiment_score,brand_recall_score,ad_integration_score,on_screen_time_seconds,sponsor_category,ad_format,sponsor_spend_crores_inr,sponsor_value_est_crores_inr,roi_estimated
IPL2018-09438,04-05-2018,IPL,Rajasthan Royals,Lucknow Super Giants,Jaipur,Eden Gardens,Viacom18 / JioCinema,Prime,8.23,9.21,930551,0.464,95,0.692,2408,E-commerce,Jersey front,2.46,112.88,44.89
IPL2018-09439,22-04-2018,IPL,Delhi Capitals,Rajasthan Royals,Mumbai,Eden Gardens,Star Sports,Prime,7.44,9.51,1277649,0.532,95,0.99,2838,E-commerce,Jersey sleeve,1.37,111.59,80.45
IPL2018-09440,28-04-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Chandigarh,M. A. Chidambaram Stadium,DD Sports,Afternoon,2.3,2.1,262968,0.664,95,0.835,4193,Auto,Presenter title,3.09,24.31,6.87
IPL2018-09441,15-04-2018,IPL,Rajasthan Royals,Delhi Capitals,Jaipur,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,2.43,2.76,249525,0.402,95,0.723,3705,Gaming,Jersey sleeve,3.82,26.09,5.83
IPL2018-09442,20-05-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Jaipur,Narendra Modi Stadium,DD Sports,Prime,7.46,8.72,1155695,0.389,95,0.749,847,BFSI,Jersey sleeve,2.12,100.46,46.39
IPL2018-09443,26-03-2018,IPL,Kolkata Knight Riders,Chennai Super Kings,Delhi,Narendra Modi Stadium,Star Sports,Prime,7.28,8.68,1205359,0.305,95,0.819,3286,Gaming,On-ground signage,2.97,101.19,33.07
IPL2018-09444,16-05-2018,IPL,Gujarat Titans,Rajasthan Royals,Delhi,Sawai Mansingh Stadium,Star Sports,Prime,7.15,8.1,860519,0.523,95,0.951,2996,Beverages,Jersey front,2.56,95.92,36.47
IPL2018-09445,06-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Hyderabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,8.42,9.02,840437,0.452,95,0.438,4106,Auto,LED perimeter,1.77,106.56,59.2
IPL2018-09446,22-03-2018,IPL,Sunrisers Hyderabad,Gujarat Titans,Delhi,Eden Gardens,DD Sports,Afternoon,3.35,3.58,333929,0.394,95,0.439,3588,Telecom,Jersey front,4.4,33.66,6.65
IPL2018-09447,18-04-2018,IPL,Punjab Kings,Sunrisers Hyderabad,Kolkata,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,7.45,8.6,810627,0.454,95,0.523,3955,Fintech,LED perimeter,5.34,94,16.6
IPL2018-09448,04-04-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Jaipur,IS Bindra Stadium,Star Sports,Prime,7.05,7.75,729016,0.44,95,0.665,617,Auto,Presenter title,4.98,88.68,16.81
IPL2018-09449,27-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Chennai,Narendra Modi Stadium,Viacom18 / JioCinema,Afternoon,3.26,2.12,269014,0.567,95,0.61,1719,EdTech,Jersey front,3.31,28.75,7.69
IPL2018-09450,30-04-2018,IPL,Mumbai Indians,Rajasthan Royals,Hyderabad,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.96,8.73,1224617,0.4,95,0.431,2043,Fintech,On-ground signage,2.05,101.78,48.65
IPL2018-09451,13-04-2018,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,Ahmedabad,Narendra Modi Stadium,Star Sports,Prime,7.61,9.18,757376,0.451,95,0.759,1756,Fintech,Broadcast L-band,2.76,106.89,37.73
IPL2018-09452,28-04-2018,IPL,Rajasthan Royals,Chennai Super Kings,Kolkata,Arun Jaitley Stadium,Star Sports,Late,5.56,5.3,618708,0.553,95,0.906,1193,EdTech,LED perimeter,4.99,62.7,11.57
IPL2018-09453,23-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Ahmedabad,Eden Gardens,Star Sports,Afternoon,3.13,3.42,289962,0.419,95,0.434,3541,Fintech,On-ground signage,3.96,31.67,7
IPL2018-09454,17-04-2018,IPL,Delhi Capitals,Punjab Kings,Chandigarh,IS Bindra Stadium,DD Sports,Prime,7.31,8.53,855549,0.362,95,0.714,3495,Auto,Jersey front,1.87,98.53,51.69
IPL2018-09455,13-04-2018,IPL,Lucknow Super Giants,Punjab Kings,Kolkata,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.39,7.87,1031375,0.297,95,0.989,2650,Consumer Goods,LED perimeter,3.53,96.27,26.27
IPL2018-09456,07-04-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Chennai,Sawai Mansingh Stadium,Star Sports,Afternoon,3.14,1.23,213779,0.326,95,0.43,4061,Gaming,Jersey sleeve,3.27,21.82,5.67
IPL2018-09457,13-06-2018,IPL,Lucknow Super Giants,Delhi Capitals,Ahmedabad,BRSABV Ekana Stadium,DD Sports,Prime,7.48,7.79,1192740,0.374,95,0.577,4024,Telecom,Broadcast L-band,2.8,90.51,31.33
IPL2018-09458,16-04-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,Rajiv Gandhi Intl. Stadium,DD Sports,Late,4.87,7.23,533121,0.566,95,0.665,915,Gaming,On-ground signage,3.35,66.15,18.75
IPL2018-09459,24-04-2018,IPL,Delhi Capitals,Lucknow Super Giants,Hyderabad,Narendra Modi Stadium,DD Sports,Late,3.82,5.42,410805,0.362,95,0.504,2855,E-commerce,Jersey sleeve,2.18,45.05,19.67
IPL2018-09460,03-05-2018,IPL,Gujarat Titans,Lucknow Super Giants,Kolkata,Arun Jaitley Stadium,Star Sports,Afternoon,2.73,2.08,337554,0.425,95,0.731,1411,Gaming,Jersey front,5.35,24.62,3.6
IPL2018-09461,11-04-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Lucknow,Narendra Modi Stadium,DD Sports,Afternoon,3.17,3.62,513167,0.327,95,0.911,1945,Gaming,Broadcast L-band,3.75,38.97,9.39
IPL2018-09462,26-04-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Ahmedabad,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.66,9.5,1334621,0.457,95,0.62,4174,E-commerce,Presenter title,5.59,110.46,18.76
IPL2018-09463,08-06-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Delhi,Sawai Mansingh Stadium,Star Sports,Late,5.82,5.53,787934,0.485,95,0.405,2841,Consumer Goods,Broadcast L-band,1.67,57.49,33.43
IPL2018-09464,04-04-2018,IPL,Punjab Kings,Rajasthan Royals,Chandigarh,IS Bindra Stadium,Star Sports,Prime,7.41,8.56,1228969,0.494,95,0.768,3507,BFSI,Presenter title,3.44,98.83,27.73
IPL2018-09465,08-06-2018,IPL,Gujarat Titans,Lucknow Super Giants,Ahmedabad,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.58,1.83,301381,0.662,95,0.929,3979,Fintech,On-ground signage,8,26.08,2.26
IPL2018-09466,05-05-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Lucknow,Sawai Mansingh Stadium,Star Sports,Afternoon,2.39,2.56,227067,0.449,95,0.876,851,Auto,Jersey sleeve,2.39,25.73,9.77
IPL2018-09467,06-04-2018,IPL,Sunrisers Hyderabad,Royal Challengers Bengaluru,Mumbai,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,9,9.35,1327056,0.486,95,0.79,2264,Gaming,Presenter title,5.62,123.53,20.98
IPL2018-09468,03-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,8.19,9.43,1061800,0.383,95,0.865,3667,Fintech,LED perimeter,3.57,117.28,31.85
IPL2018-09469,08-06-2018,IPL,Punjab Kings,Mumbai Indians,Chandigarh,IS Bindra Stadium,DD Sports,Late,4.2,5.47,531481,0.712,95,0.593,3804,Auto,Presenter title,5.7,48.67,7.54
IPL2018-09470,14-05-2018,IPL,Chennai Super Kings,Gujarat Titans,Lucknow,Arun Jaitley Stadium,DD Sports,Late,3.61,5.73,430697,0.553,95,0.691,667,Gaming,Digital overlay,2.59,47.94,17.51
IPL2018-09471,14-04-2018,IPL,Rajasthan Royals,Punjab Kings,Chandigarh,Arun Jaitley Stadium,DD Sports,Prime,8.24,9.3,1118936,0.557,95,0.631,1999,BFSI,Jersey front,6.48,110.14,16
IPL2018-09472,08-04-2018,IPL,Delhi Capitals,Rajasthan Royals,Chandigarh,M. A. Chidambaram Stadium,DD Sports,Prime,8.1,8.36,1102542,0.582,95,0.424,1332,Beverages,Jersey front,4.39,99.26,21.61
IPL2018-09473,06-04-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Hyderabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,2.08,2.29,316781,0.541,95,0.547,1945,EdTech,Broadcast L-band,2.06,23.34,10.33
IPL2018-09474,13-04-2018,IPL,Rajasthan Royals,Chennai Super Kings,Mumbai,Rajiv Gandhi Intl. Stadium,Star Sports,Afternoon,2.19,3.2,304597,0.587,95,0.698,934,Auto,Jersey front,5.07,27.96,4.51
IPL2018-09475,15-04-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Delhi,BRSABV Ekana Stadium,Star Sports,Prime,7.72,8.93,768548,0.428,95,0.787,988,Telecom,Digital overlay,5.87,105.77,17.02
IPL2018-09476,21-04-2018,IPL,Gujarat Titans,Rajasthan Royals,Chennai,Eden Gardens,DD Sports,Prime,7.03,8.38,892410,0.723,95,0.412,2899,EdTech,On-ground signage,6.32,88.31,12.97
IPL2018-09477,01-04-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Mumbai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.33,7.61,829662,0.265,95,0.956,4114,E-commerce,Jersey sleeve,1.74,95.81,54.06
IPL2018-09478,05-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Chandigarh,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,7.19,8.16,1066043,0.418,95,0.758,3638,Fintech,Broadcast L-band,3.69,96.9,25.26
IPL2018-09479,12-04-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Jaipur,Narendra Modi Stadium,Star Sports,Prime,7.28,9.99,865748,0.659,95,0.901,1238,Consumer Goods,On-ground signage,10.18,112.24,10.03
IPL2018-09480,27-06-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Mumbai,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,8.2,8.15,776402,0.43,95,0.511,2289,Beverages,Digital overlay,3.95,98.65,23.97
IPL2018-09481,23-04-2018,IPL,Punjab Kings,Rajasthan Royals,Jaipur,Eden Gardens,DD Sports,Afternoon,3.49,2.21,358236,0.53,95,0.777,4069,E-commerce,Broadcast L-band,1.24,31.1,24.08
IPL2018-09482,27-03-2018,IPL,Mumbai Indians,Lucknow Super Giants,Lucknow,Arun Jaitley Stadium,DD Sports,Prime,7.6,9.11,1081656,0.394,95,0.449,3200,Gaming,Presenter title,4.49,100.63,21.41
IPL2018-09483,01-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Jaipur,Arun Jaitley Stadium,DD Sports,Afternoon,1.46,3.37,267622,0.504,95,0.672,1088,BFSI,On-ground signage,5.35,25.38,3.74
IPL2018-09484,07-06-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Delhi,IS Bindra Stadium,Star Sports,Late,5.63,7.6,621272,0.408,95,0.818,3746,Consumer Goods,LED perimeter,6.65,78.96,10.87
IPL2018-09485,21-05-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,Narendra Modi Stadium,Viacom18 / JioCinema,Late,5.51,5.75,646727,0.591,95,0.797,1066,EdTech,Presenter title,2.45,63.06,24.74
IPL2018-09486,10-04-2018,IPL,Gujarat Titans,Chennai Super Kings,Jaipur,Sawai Mansingh Stadium,Star Sports,Prime,6.93,7.71,1139117,0.486,95,0.54,3105,Auto,Jersey sleeve,1.71,85.31,48.89
IPL2018-09487,29-04-2018,IPL,Mumbai Indians,Punjab Kings,Delhi,Eden Gardens,Star Sports,Prime,6.7,7.99,1149206,0.241,95,0.467,2571,Telecom,Digital overlay,5.99,83.2,12.89
IPL2018-09488,26-04-2018,IPL,Rajasthan Royals,Punjab Kings,Delhi,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,8.06,8.51,1113191,0.353,95,0.613,2177,EdTech,Presenter title,3.17,103.14,31.54
IPL2018-09489,17-04-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,Sawai Mansingh Stadium,Viacom18 / JioCinema,Late,5.54,6.35,858214,0.334,95,0.766,1321,Telecom,Presenter title,2.98,66.47,21.31
IPL2018-09490,03-04-2018,IPL,Rajasthan Royals,Mumbai Indians,Delhi,M. A. Chidambaram Stadium,Star Sports,Afternoon,3.16,3.19,313798,0.62,95,0.454,2579,E-commerce,Jersey front,2.14,29.83,12.94
IPL2018-09491,23-03-2018,IPL,Lucknow Super Giants,Delhi Capitals,Chandigarh,Wankhede Stadium,DD Sports,Afternoon,2.02,2.53,271042,0.302,95,0.902,4179,Auto,On-ground signage,3.81,26.63,5.99
IPL2018-09492,10-05-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Lucknow,IS Bindra Stadium,Star Sports,Prime,7.71,9.35,1102163,0.419,95,0.702,983,Telecom,Jersey front,2.41,106.85,43.34
IPL2018-09493,26-04-2018,IPL,Rajasthan Royals,Kolkata Knight Riders,Jaipur,Eden Gardens,Viacom18 / JioCinema,Prime,7.35,9.34,1163936,0.704,95,0.915,2992,E-commerce,LED perimeter,1.47,109.2,73.29
IPL2018-09494,03-04-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Delhi,M. A. Chidambaram Stadium,Star Sports,Prime,7.62,9.1,808166,0.601,95,0.789,4070,E-commerce,Presenter title,2.32,105.27,44.38
IPL2018-09495,19-05-2018,IPL,Rajasthan Royals,Delhi Capitals,Chennai,IS Bindra Stadium,Star Sports,Prime,7.45,9.07,983851,0.348,95,0.984,4157,EdTech,Presenter title,2.35,108.74,45.27
IPL2018-09496,05-06-2018,IPL,Delhi Capitals,Lucknow Super Giants,Jaipur,Sawai Mansingh Stadium,Star Sports,Prime,7.61,9.29,799046,0.345,95,0.695,3524,Fintech,LED perimeter,1.44,107.39,73.58
IPL2018-09497,22-04-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Kolkata,IS Bindra Stadium,Viacom18 / JioCinema,Prime,6.53,8.43,985483,0.333,95,0.835,3832,Consumer Goods,Digital overlay,2.96,91.12,29.78
IPL2018-09498,16-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Delhi,Arun Jaitley Stadium,DD Sports,Prime,8.79,10.21,1353659,0.476,95,0.694,3382,Consumer Goods,Presenter title,1.91,125.77,64.85
IPL2018-09499,26-03-2018,IPL,Delhi Capitals,Chennai Super Kings,Lucknow,Eden Gardens,DD Sports,Afternoon,2.71,2.58,387425,0.391,95,0.502,2812,Fintech,Presenter title,2.9,24.04,7.29
IPL2018-09500,13-04-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Ahmedabad,M. A. Chidambaram Stadium,Star Sports,Afternoon,1.56,1.73,199157,0.478,95,0.454,4102,E-commerce,Broadcast L-band,4.17,17.38,3.17
IPL2018-09501,31-03-2018,IPL,Punjab Kings,Mumbai Indians,Jaipur,IS Bindra Stadium,DD Sports,Prime,7.47,6.84,659665,0.488,95,0.542,1275,Gaming,Jersey front,4.48,83.69,17.68
IPL2018-09502,14-04-2018,IPL,Punjab Kings,Delhi Capitals,Lucknow,Arun Jaitley Stadium,Star Sports,Afternoon,2.33,2.54,351338,0.456,95,0.747,4125,Consumer Goods,LED perimeter,1.53,28.15,17.4
IPL2018-09503,15-05-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Kolkata,M. A. Chidambaram Stadium,Star Sports,Prime,8.4,11.29,1065124,0.469,95,0.9,1347,EdTech,Jersey sleeve,5.34,138.76,24.99
IPL2018-09504,03-05-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Lucknow,Wankhede Stadium,Viacom18 / JioCinema,Late,4.93,6.95,881888,0.461,95,0.485,773,E-commerce,LED perimeter,7.76,62.15,7.01
IPL2018-09505,20-05-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Lucknow,Eden Gardens,Viacom18 / JioCinema,Prime,7.61,8.55,821541,0.358,95,0.955,3723,Beverages,On-ground signage,4.27,103.97,23.35
IPL2018-09506,12-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Delhi,Sawai Mansingh Stadium,Star Sports,Prime,7.47,8.16,935797,0.277,95,0.687,2759,EdTech,Jersey sleeve,7.44,94.44,11.69
IPL2018-09507,28-03-2018,IPL,Delhi Capitals,Rajasthan Royals,Jaipur,BRSABV Ekana Stadium,Viacom18 / JioCinema,Afternoon,2.97,3.28,422879,0.457,95,0.703,3999,Telecom,Broadcast L-band,4.1,32.95,7.04
IPL2018-09508,11-04-2018,IPL,Gujarat Titans,Lucknow Super Giants,Chandigarh,Sawai Mansingh Stadium,DD Sports,Afternoon,2.61,3.7,277361,0.357,95,0.419,1743,EdTech,On-ground signage,3.24,26.78,7.27
IPL2018-09509,22-04-2018,IPL,Rajasthan Royals,Gujarat Titans,Ahmedabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Late,5.4,6.12,847669,0.568,95,0.982,2722,EdTech,Digital overlay,2.58,66.16,24.64
IPL2018-09510,22-05-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Kolkata,BRSABV Ekana Stadium,Star Sports,Prime,8.4,8.71,1041335,0.301,95,0.436,1486,Consumer Goods,Digital overlay,4.73,103.65,20.91
IPL2018-09511,08-05-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Mumbai,Arun Jaitley Stadium,Star Sports,Afternoon,2.42,3.06,275029,0.408,95,0.574,2676,Telecom,On-ground signage,1.72,27.04,14.72
IPL2018-09512,24-03-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,BRSABV Ekana Stadium,Star Sports,Afternoon,2.97,2.06,240222,0.469,95,0.779,1881,EdTech,Digital overlay,4.54,26.95,4.94
IPL2018-09513,22-04-2018,IPL,Delhi Capitals,Lucknow Super Giants,Lucknow,BRSABV Ekana Stadium,DD Sports,Afternoon,2.69,1.49,292313,0.602,95,0.785,3183,BFSI,On-ground signage,7.49,25,2.34
IPL2018-09514,14-05-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Lucknow,Wankhede Stadium,Star Sports,Prime,7.55,8.63,713324,0.404,95,0.657,2409,BFSI,Jersey sleeve,4.26,99.04,22.25
IPL2018-09515,25-05-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Delhi,Narendra Modi Stadium,DD Sports,Late,6.47,7.85,850072,0.473,95,0.921,2424,Auto,Jersey sleeve,1.3,85.76,64.97
IPL2018-09516,17-05-2018,IPL,Rajasthan Royals,Punjab Kings,Hyderabad,Wankhede Stadium,Star Sports,Afternoon,2.74,2.68,323794,0.525,95,0.6,2512,Consumer Goods,LED perimeter,2.82,28.71,9.18
IPL2018-09517,05-04-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Jaipur,Wankhede Stadium,DD Sports,Afternoon,3.24,3.36,353598,0.542,95,0.493,3397,Beverages,Broadcast L-band,5.18,32.9,5.35
IPL2018-09518,05-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Hyderabad,Sawai Mansingh Stadium,DD Sports,Prime,7.19,7.41,650203,0.495,95,0.425,3372,Telecom,Jersey front,2.73,85.11,30.18
IPL2018-09519,13-06-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Chennai,Narendra Modi Stadium,DD Sports,Prime,8.28,9.35,1090679,0.668,95,0.482,2477,Beverages,Broadcast L-band,4.67,110.76,22.72
IPL2018-09520,09-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Kolkata,BRSABV Ekana Stadium,Star Sports,Late,5.71,7.2,703247,0.403,95,0.973,1016,Fintech,Jersey sleeve,1.63,76.82,46.13
IPL2018-09521,04-06-2018,IPL,Rajasthan Royals,Gujarat Titans,Kolkata,Arun Jaitley Stadium,DD Sports,Prime,8.23,9.12,801483,0.659,95,0.586,2807,Fintech,Presenter title,1.23,108.94,87.57
IPL2018-09522,01-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Lucknow,BRSABV Ekana Stadium,Star Sports,Late,5.13,7.56,652601,0.534,95,0.794,1016,Telecom,Digital overlay,3.36,72.92,20.7
IPL2018-09523,14-04-2018,IPL,Delhi Capitals,Lucknow Super Giants,Mumbai,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,7.39,8.31,937962,0.48,95,0.981,1279,Consumer Goods,LED perimeter,1.12,100.51,88.74
IPL2018-09524,21-03-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Hyderabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,1.76,3.22,245620,0.49,95,0.931,2837,Gaming,Jersey front,6.09,29.54,3.85
IPL2018-09525,13-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Kolkata,Wankhede Stadium,DD Sports,Prime,9.3,11.42,1595130,0.563,95,0.703,4100,BFSI,On-ground signage,2.27,144.04,62.45
IPL2018-09526,03-04-2018,IPL,Punjab Kings,Mumbai Indians,Lucknow,M. A. Chidambaram Stadium,DD Sports,Prime,6.88,7.58,1016214,0.365,95,0.451,1905,Beverages,Jersey front,3.95,82.12,19.79
IPL2018-09527,03-05-2018,IPL,Mumbai Indians,Rajasthan Royals,Mumbai,Arun Jaitley Stadium,Star Sports,Prime,7.59,9.96,948975,0.468,95,0.831,3314,Gaming,Jersey sleeve,6.25,115.32,17.45
IPL2018-09528,03-05-2018,IPL,Delhi Capitals,Chennai Super Kings,Kolkata,IS Bindra Stadium,Star Sports,Prime,6.89,7.62,729923,0.422,95,0.479,3681,EdTech,Broadcast L-band,3.39,83.49,23.63
IPL2018-09529,27-04-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Mumbai,Wankhede Stadium,Star Sports,Afternoon,1.89,2.78,346736,0.643,95,0.489,3516,Fintech,Jersey front,2.18,22.51,9.33
IPL2018-09530,03-04-2018,IPL,Royal Challengers Bengaluru,Gujarat Titans,Kolkata,IS Bindra Stadium,DD Sports,Prime,8.03,8.08,916938,0.373,95,0.928,3529,Consumer Goods,LED perimeter,2.36,104.47,43.27
IPL2018-09531,20-05-2018,IPL,Gujarat Titans,Delhi Capitals,Chennai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.19,8.99,1192758,0.691,95,0.8,2206,Fintech,Digital overlay,3.82,102.44,25.82
IPL2018-09532,18-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Delhi,IS Bindra Stadium,Viacom18 / JioCinema,Prime,9.84,11.29,1462437,0.397,95,0.958,1320,Consumer Goods,Jersey front,2.14,154.5,71.2
IPL2018-09533,05-05-2018,IPL,Lucknow Super Giants,Chennai Super Kings,Mumbai,Sawai Mansingh Stadium,DD Sports,Late,4.25,5.74,484496,0.284,95,0.975,2690,Auto,Presenter title,3.06,56.61,17.5
IPL2018-09534,18-05-2018,IPL,Royal Challengers Bengaluru,Mumbai Indians,Hyderabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,8.29,8.68,1200754,0.346,95,0.676,4123,Telecom,LED perimeter,3.43,109.41,30.9
IPL2018-09535,20-04-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Lucknow,IS Bindra Stadium,DD Sports,Prime,7.82,9.19,1049914,0.349,95,0.801,1080,Auto,Digital overlay,2.72,107.76,38.62
IPL2018-09536,27-03-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Kolkata,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,3.41,3.35,442165,0.65,95,0.793,2901,Fintech,Broadcast L-band,1.2,34.58,27.82
IPL2018-09537,23-04-2018,IPL,Rajasthan Royals,Chennai Super Kings,Chandigarh,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,7.41,8.61,783373,0.29,95,0.468,1222,Auto,Broadcast L-band,3.81,96.42,24.31
IPL2018-09538,13-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Chandigarh,Narendra Modi Stadium,Star Sports,Afternoon,2.43,2.96,271909,0.49,95,0.771,2668,Consumer Goods,Digital overlay,4.38,27.02,5.17
IPL2018-09539,02-04-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Mumbai,Arun Jaitley Stadium,Star Sports,Late,4.44,5.93,552907,0.627,95,0.466,1929,Beverages,On-ground signage,2.08,52.9,24.43
IPL2018-09540,30-05-2018,IPL,Punjab Kings,Delhi Capitals,Ahmedabad,Arun Jaitley Stadium,Star Sports,Prime,7.56,8.15,775691,0.783,95,0.914,3494,E-commerce,Jersey sleeve,3.9,101.68,25.07
IPL2018-09541,11-04-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Jaipur,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,2.92,3,367331,0.438,95,0.957,2581,Auto,Presenter title,2.58,35.15,12.62
IPL2018-09542,01-05-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Chennai,M. A. Chidambaram Stadium,Star Sports,Late,4.99,6.53,508895,0.464,95,0.633,1715,Beverages,LED perimeter,1.38,62.16,44.04
IPL2018-09543,08-05-2018,IPL,Lucknow Super Giants,Punjab Kings,Chandigarh,Sawai Mansingh Stadium,Star Sports,Afternoon,2.12,2.42,352396,0.311,95,0.816,1803,E-commerce,Broadcast L-band,2.5,26.08,9.43
IPL2018-09544,23-04-2018,IPL,Punjab Kings,Sunrisers Hyderabad,Kolkata,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,7.25,8.25,697946,0.405,95,0.82,3561,E-commerce,On-ground signage,1.36,96.41,69.89
IPL2018-09545,09-04-2018,IPL,Delhi Capitals,Kolkata Knight Riders,Mumbai,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,7.92,8.33,1120359,0.713,95,0.43,3277,Gaming,LED perimeter,3.64,98.47,26.05
IPL2018-09546,26-03-2018,IPL,Mumbai Indians,Delhi Capitals,Mumbai,Narendra Modi Stadium,Viacom18 / JioCinema,Afternoon,2.4,3.26,442929,0.555,95,0.498,3296,Fintech,LED perimeter,4.8,26.58,4.54
IPL2018-09547,27-04-2018,IPL,Sunrisers Hyderabad,Gujarat Titans,Chennai,Sawai Mansingh Stadium,DD Sports,Prime,7.99,8.93,800667,0.597,95,0.931,786,Fintech,On-ground signage,13.65,108.72,6.96
IPL2018-09548,11-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Chandigarh,Eden Gardens,Viacom18 / JioCinema,Afternoon,3.08,2.24,307590,0.529,95,0.519,1349,Auto,Jersey front,6.63,25.02,2.77
IPL2018-09549,11-06-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Jaipur,Narendra Modi Stadium,Star Sports,Prime,7.67,9,1148268,0.579,95,0.855,3075,E-commerce,Presenter title,6.08,106.88,16.58
IPL2018-09550,05-04-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Ahmedabad,Rajiv Gandhi Intl. Stadium,DD Sports,Late,4.77,6.19,758429,0.684,95,0.755,1821,Fintech,Broadcast L-band,1.38,60.51,42.85
IPL2018-09551,21-03-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Chennai,Wankhede Stadium,Star Sports,Prime,7.96,9.36,745452,0.396,95,0.828,697,Beverages,Digital overlay,3.85,112.52,28.23
