id,date,team1,team2,venue,winner,day_of_week,team1_rank,team2_rank,weather_temp,weather_rain,ticket_price_avg,historical_avg_attendance,ticket_price_min,ticket_price_max,tickets_sold,dynamic_pricing_flag,holiday_flag,ad_spend,social_media_mentions,search_trends_index,promotion_flag,past_30d_avg_sales,expected_attendance,actual_attendance,venue_capacity,traffic_index,special_event_flag,time_of_day
357,07-05-2012,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,Monday,5,6,24.0,2.0,959,23327,671,1438,21475,0,0,75945,18029,76,1,24206,25197,24235,34583,5,0,Night
358,08-05-2012,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara Stadium,Rajasthan Royals,Tuesday,4,2,22.0,2.0,411,31891,287,616,33879,0,0,140852,5263,44,0,31113,35055,33302,37119,8,1,Night
359,08-05-2012,Kings XI Punjab,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Tuesday,7,1,30.0,0.0,333,50509,233,499,46767,1,0,82217,15060,21,1,44170,53796,54937,63871,1,0,Night
360,09-05-2012,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,Wednesday,6,6,,,981,38937,686,1471,36183,0,0,58308,16156,83,1,32175,41622,41025,44231,1,1,Night
361,10-05-2012,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,Thursday,2,7,29.0,2.0,538,44436,376,807,41626,1,0,55949,9646,54,0,44234,42205,41168,53720,7,0,Day
362,11-05-2012,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Friday,6,4,34.0,0.0,931,25013,651,1396,21675,0,0,182222,12664,26,1,24038,25396,24158,38630,5,1,Day
363,12-05-2012,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,Saturday,6,6,,,483,46543,338,724,42450,1,1,150235,3969,37,1,37795,42514,42685,64807,5,1,Day
364,12-05-2012,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,5,7,33.0,1.0,510,28717,357,765,28328,0,1,124740,4028,86,0,25558,26390,27316,47107,1,0,Night
365,13-05-2012,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,2,4,26.0,0.0,829,22272,580,1243,20459,0,1,166352,4629,61,1,23145,24494,25614,34073,9,1,Night
366,13-05-2012,Deccan Chargers,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunday,1,7,28.0,1.0,718,49735,502,1077,49457,1,1,116617,4067,58,0,46009,48010,48325,55653,1,0,Night
367,14-05-2012,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,Monday,6,6,28.0,0.0,480,33010,336,720,32179,0,0,66896,6941,60,1,29979,34648,34698,49455,5,1,Day
368,14-05-2012,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,Monday,6,7,,,335,24235,234,502,23491,1,0,180798,18770,94,0,22161,25721,24653,29733,9,1,Night
369,15-05-2012,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Tuesday,7,5,29.0,2.0,437,25526,305,655,22234,0,0,188877,12555,43,0,21753,27353,27486,44635,4,1,Night
370,16-05-2012,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Kolkata Knight Riders,Wednesday,6,6,,,316,36928,221,474,36727,0,0,55237,14081,79,0,32946,40603,40115,44737,8,0,Night
371,17-05-2012,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Thursday,7,7,20.0,2.0,357,38681,249,535,39842,0,0,70056,7819,65,1,34520,36681,37073,48642,6,1,Day
372,17-05-2012,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Royal Challengers Bangalore,Thursday,6,5,24.0,2.0,524,29124,366,786,29856,0,0,164548,12046,38,0,23680,26446,26151,43141,3,0,Day
373,18-05-2012,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Friday,2,1,20.0,1.0,487,29501,340,730,31375,1,0,161488,18717,87,0,29261,28977,28224,38280,4,1,Night
374,19-05-2012,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,Saturday,7,5,23.0,2.0,692,46112,484,1038,49146,0,1,184415,3711,61,0,41691,42700,40970,61162,2,1,Night
375,19-05-2012,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara Stadium,Kolkata Knight Riders,Saturday,6,4,24.0,0.0,908,23779,635,1362,20633,1,1,194572,5853,51,0,23910,21507,21108,30897,1,1,Night
376,20-05-2012,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Sunday,1,6,25.0,0.0,495,25643,346,742,21995,0,1,79375,8715,58,0,25965,24927,23921,37034,8,1,Day
377,20-05-2012,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,Sunday,2,6,29.0,0.0,534,40954,373,801,38683,0,1,190734,9942,55,1,34933,43278,41879,46099,1,1,Day
378,22-05-2012,Kolkata Knight Riders,Delhi Daredevils,Subrata Roy Sahara Stadium,Kolkata Knight Riders,Tuesday,6,5,30.0,0.0,210,30833,147,315,32472,1,0,66964,16507,55,1,29733,31241,32763,49762,1,1,Day
379,23-05-2012,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,Chennai Super Kings,Wednesday,7,6,22.0,0.0,888,48303,621,1332,43759,0,0,163429,16826,22,1,44345,46494,46234,61245,4,0,Night
380,25-05-2012,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Friday,7,5,26.0,1.0,222,52872,155,333,52336,1,0,117215,2762,92,1,53931,54504,54677,71479,6,0,Day
381,27-05-2012,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Sunday,7,6,29.0,1.0,837,25530,585,1255,24589,0,1,119042,16850,27,1,21800,24161,25063,45447,9,0,Night
382,03-04-2013,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Wednesday,5,6,,,241,42002,168,361,36740,0,0,194356,13112,89,1,40718,37922,39801,51567,1,1,Night
383,04-04-2013,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Thursday,6,6,24.0,2.0,848,48579,593,1272,50892,1,0,143468,13652,60,1,46244,51147,51570,65348,7,0,Day
384,05-04-2013,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Friday,4,4,20.0,0.0,936,41123,655,1404,35326,0,0,59435,7122,87,0,35934,42140,43456,46315,5,1,Night
385,06-04-2013,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Rajasthan Royals,Saturday,2,5,32.0,2.0,636,42251,445,954,36466,0,1,128832,1481,32,1,35243,44467,43697,52438,8,0,Day
386,06-04-2013,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Saturday,6,7,25.0,1.0,684,48926,478,1026,42070,0,1,101293,15536,68,0,47111,44414,43551,60563,7,0,Night
387,07-04-2013,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Kings XI Punjab,Sunday,4,7,32.0,0.0,249,33507,174,373,32483,0,1,128781,1153,79,0,32992,35766,35418,50587,4,1,Night
388,07-04-2013,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Sunday,6,4,32.0,2.0,373,32623,261,559,28382,1,1,93919,8617,21,1,28672,33402,33978,45866,4,1,Day
389,08-04-2013,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Monday,2,6,33.0,1.0,635,50650,444,952,51261,1,0,171172,2524,79,0,48685,51292,52226,58060,6,0,Night
390,09-04-2013,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,Tuesday,6,5,,,566,43751,396,849,40319,1,0,144758,3120,24,0,39322,44841,44012,50571,6,0,Night
391,10-04-2013,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Wednesday,7,7,21.0,1.0,297,36375,207,445,34072,1,0,106573,16048,63,0,35585,39026,37594,44339,9,0,Night
392,11-04-2013,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Thursday,6,6,21.0,0.0,444,24593,310,666,26361,0,0,109101,3343,46,0,20899,25020,25351,32114,5,0,Night
393,11-04-2013,Rajasthan Royals,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Thursday,2,4,32.0,1.0,259,40889,181,388,44735,0,0,76646,6136,51,1,41811,41550,40005,55950,8,1,Night
394,12-04-2013,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,Friday,5,4,29.0,0.0,410,21405,287,615,18259,0,0,154185,2240,40,1,18662,23505,23689,28973,5,0,Night
395,13-04-2013,Mumbai Indians,Pune Warriors,Wankhede Stadium,Mumbai Indians,Saturday,6,4,,,655,33710,458,982,30681,1,1,73049,1060,27,1,30067,35440,36125,44592,2,1,Night
396,13-04-2013,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Saturday,6,7,34.0,0.0,830,29490,581,1245,25432,1,1,148116,10130,91,1,24020,29149,29733,48232,6,1,Night
397,14-04-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunday,6,4,,,559,48961,391,838,50122,1,1,147379,19023,69,1,40533,50991,52283,55828,9,0,Day
398,14-04-2013,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,7,2,20.0,2.0,257,51246,179,385,48633,1,1,118385,13312,86,1,47605,50110,51978,63711,3,1,Day
399,15-04-2013,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Pune Warriors,Monday,4,7,21.0,1.0,685,26860,479,1027,26583,0,0,176131,14350,63,1,23284,25403,25402,39462,1,0,Night
400,16-04-2013,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Tuesday,7,6,32.0,1.0,384,53250,268,576,45416,1,0,73289,13418,77,1,53722,54281,55530,69180,1,1,Night
401,16-04-2013,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,5,6,34.0,2.0,641,23457,448,961,20841,1,0,160226,2252,22,1,18851,25465,25768,39918,3,1,Day
402,17-04-2013,Sunrisers Hyderabad,Pune Warriors,Subrata Roy Sahara Stadium,Sunrisers Hyderabad,Wednesday,4,4,25.0,1.0,669,23500,468,1003,20508,0,0,150793,9363,89,1,21027,25516,24716,31699,5,0,Night
403,17-04-2013,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,Wednesday,2,6,29.0,0.0,378,32143,264,567,33253,1,0,59823,10650,21,0,28425,31126,29649,47914,3,1,Day
404,18-04-2013,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,Thursday,7,5,29.0,1.0,203,45741,142,304,46676,1,0,91975,19706,63,1,36813,45994,45003,56844,9,1,Day
405,19-04-2013,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Friday,7,4,22.0,0.0,820,42682,574,1230,37788,1,0,59540,17314,21,0,35472,40220,39990,61404,8,0,Day
406,20-04-2013,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,Saturday,6,7,,,250,45640,175,375,46919,0,1,66364,5090,54,0,41231,50164,50751,62837,3,1,Night
407,20-04-2013,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,2,6,20.0,0.0,712,34798,498,1068,38152,1,1,185683,7960,49,0,32126,38146,39480,52925,9,1,Night
408,21-04-2013,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Sunday,6,5,30.0,0.0,388,37985,271,582,41336,1,1,77663,4004,27,0,34227,39120,37931,43225,6,0,Night
409,21-04-2013,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunday,4,7,28.0,0.0,473,49545,331,709,47237,0,1,101991,17713,41,1,46212,52561,50592,57985,7,0,Day
410,22-04-2013,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Monday,2,7,33.0,2.0,327,41449,228,490,35830,1,0,154182,4640,63,0,39326,43232,45235,51080,4,1,Day
411,23-04-2013,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,6,4,30.0,0.0,957,26400,669,1435,27939,0,0,144704,2341,77,1,21185,26891,25836,40999,4,1,Day
412,16-05-2013,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Thursday,7,5,32.0,0.0,265,50697,185,397,55538,0,0,99115,12855,55,1,46439,46168,46068,67391,2,1,Night
413,24-04-2013,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,Wednesday,6,6,,,814,53422,569,1221,53771,1,0,141007,1338,88,0,55605,52938,53390,70652,5,0,Day
414,25-04-2013,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,4,7,31.0,1.0,554,36428,387,831,36902,0,0,199143,6895,96,1,33869,37701,37856,49702,8,1,Day
415,26-04-2013,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Friday,7,6,,,880,51129,616,1320,49352,0,0,61938,13254,50,0,49563,52944,50752,61206,7,1,Night
416,27-04-2013,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Saturday,4,2,32.0,0.0,851,36722,595,1276,37155,0,1,141680,12344,66,0,32240,35790,34204,45490,7,1,Day
417,27-04-2013,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,Saturday,6,6,,,445,44368,311,667,37750,0,1,54000,2750,74,1,44079,48287,46381,58510,6,1,Day
418,28-04-2013,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunday,7,6,26.0,0.0,692,31064,484,1038,26925,0,1,151042,3421,99,1,30853,28997,29245,44059,3,1,Night
419,28-04-2013,Delhi Daredevils,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Sunday,5,4,20.0,2.0,802,26909,561,1203,23766,1,1,143610,8119,81,0,25034,26910,27029,40711,5,1,Night
420,29-04-2013,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Monday,6,2,23.0,0.0,448,43307,313,672,41385,0,0,153691,6319,49,1,45212,44960,43762,61168,1,0,Day
421,29-04-2013,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Monday,6,7,,,306,54253,214,459,50667,1,0,88304,16896,74,1,45105,56392,57168,65682,7,0,Night
422,30-04-2013,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,Tuesday,7,4,20.0,0.0,209,48362,146,313,47227,1,0,119449,12918,35,1,38894,49799,51392,66638,9,1,Day
423,01-05-2013,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Wednesday,6,4,22.0,1.0,831,36585,581,1246,32022,1,0,132986,14849,31,0,36312,34940,33338,45190,1,1,Night
424,01-05-2013,Kolkata Knight Riders,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Wednesday,6,5,20.0,0.0,847,31095,592,1270,29598,1,0,158940,5873,36,0,31150,28956,28950,48841,2,0,Day
425,02-05-2013,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Thursday,7,7,26.0,1.0,941,52487,658,1411,48602,0,0,88494,5806,35,1,43566,53914,54934,68962,3,0,Night
426,02-05-2013,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Thursday,6,4,33.0,2.0,506,27159,354,759,27318,1,0,53373,9592,31,1,23530,27698,27011,34332,3,0,Day
427,03-05-2013,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Friday,2,6,,,263,50109,184,394,48700,1,0,193233,13182,27,1,40307,46895,45993,66785,8,1,Night
428,04-05-2013,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Saturday,5,4,26.0,1.0,447,24724,312,670,25260,1,1,147532,17774,22,1,21592,25738,26030,39438,7,1,Night
429,14-05-2013,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,Tuesday,6,7,21.0,0.0,261,29769,182,391,31595,0,0,142658,13045,35,1,29569,29502,30675,41337,6,1,Night
430,05-05-2013,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Sunday,6,7,,,869,28982,608,1303,31072,1,1,173633,5430,49,0,26938,29954,30882,36583,4,1,Night
431,05-05-2013,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,4,2,29.0,0.0,425,39959,297,637,40376,0,1,150386,9820,42,1,35444,42655,43009,47616,9,0,Night
432,09-04-2013,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,4,6,25.0,0.0,961,26298,672,1441,25428,1,0,77350,5232,24,0,23482,24560,25125,37378,1,0,Night
433,07-05-2013,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Tuesday,5,2,31.0,1.0,672,27437,470,1008,29368,0,0,143008,12122,84,1,21958,24798,24462,46291,2,0,Night
434,07-05-2013,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,Tuesday,6,6,,,406,51508,284,609,46490,0,0,144297,16023,49,0,45066,54383,55149,63833,4,0,Day
435,08-05-2013,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Wednesday,7,4,30.0,0.0,656,27434,459,984,23733,1,0,75351,9007,40,1,26380,28035,27940,34593,3,1,Day
436,09-05-2013,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Thursday,7,2,32.0,2.0,658,45504,460,987,47948,0,0,138668,18905,89,0,47485,47320,45852,61145,1,1,Night
437,09-05-2013,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara Stadium,Kolkata Knight Riders,Thursday,6,4,21.0,0.0,420,35760,294,630,33434,0,0,164585,10018,41,1,36180,38178,38948,44590,5,0,Night
438,10-05-2013,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Royal Challengers Bangalore,Friday,6,5,25.0,2.0,571,52004,399,856,49655,1,0,196377,2500,91,0,41909,55153,55464,65317,7,0,Day
439,11-05-2013,Pune Warriors,Mumbai Indians,Subrata Roy Sahara Stadium,Mumbai Indians,Saturday,4,6,31.0,1.0,239,47824,167,358,49490,1,1,125353,7737,51,0,49002,52232,51493,57192,2,0,Day
440,11-05-2013,Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Saturday,4,7,33.0,2.0,932,48182,652,1398,47951,0,1,115953,4294,52,0,47979,48528,50524,54499,5,0,Night
441,12-05-2013,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,Kolkata Knight Riders,Sunday,6,6,26.0,0.0,787,34024,550,1180,35713,1,1,107458,19803,35,0,33857,33945,32318,43517,6,0,Day
442,12-05-2013,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,7,2,27.0,1.0,824,40942,576,1236,35689,1,1,70358,5497,95,0,37441,40138,39398,56652,7,1,Day
443,23-04-2013,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,Tuesday,5,7,33.0,1.0,681,32541,476,1021,28907,1,0,53267,18850,57,0,29270,30287,28944,50813,1,1,Night
444,13-05-2013,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Monday,4,6,,,588,29700,411,882,28296,0,0,132745,1614,33,1,26009,30131,30934,35930,7,0,Night
445,15-05-2013,Pune Warriors,Kolkata Knight Riders,JSCA International Stadium Complex,Pune Warriors,Wednesday,4,6,27.0,1.0,728,35385,509,1092,38832,0,0,139588,10374,55,0,28889,33806,34489,41518,4,0,Night
446,14-05-2013,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Tuesday,7,5,29.0,0.0,892,46601,624,1338,50817,0,0,88513,3667,42,1,39939,50527,49674,59208,8,0,Day
447,15-05-2013,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,Wednesday,6,2,,,429,47554,300,643,51401,1,0,61338,14409,85,1,40974,48345,49194,53855,4,1,Night
448,06-05-2013,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Monday,6,7,34.0,1.0,533,54055,373,799,55407,1,0,181484,17514,21,1,49785,55058,54485,71281,6,1,Night
449,17-05-2013,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Friday,4,2,24.0,0.0,597,22759,417,895,22725,1,0,57543,3983,92,1,22459,22098,22664,29669,9,1,Day
450,18-05-2013,Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Saturday,7,6,33.0,0.0,583,48817,408,874,43196,0,1,155891,13651,84,1,44836,44442,44238,61899,5,0,Night
451,19-05-2013,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,Pune Warriors,Sunday,4,5,27.0,0.0,660,47326,461,990,43043,0,1,110692,9230,94,0,38545,42893,42516,67230,4,1,Day
452,18-05-2013,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,6,7,29.0,2.0,774,51636,541,1161,45235,1,1,94425,7640,86,0,53672,50844,53054,64743,8,0,Day
453,19-05-2013,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Sunday,6,4,27.0,1.0,664,54542,464,996,54450,1,1,88756,12779,71,0,56488,50010,48764,69239,9,1,Day
454,21-05-2013,Chennai Super Kings,Mumbai Indians,Feroz Shah Kotla,Chennai Super Kings,Tuesday,7,6,29.0,0.0,939,43122,657,1408,40796,1,0,68888,16317,81,1,42962,44043,42371,56092,4,1,Day
455,22-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,Rajasthan Royals,Wednesday,4,2,22.0,0.0,339,52395,237,508,56841,0,0,97295,18304,42,0,54901,56387,56863,68772,3,1,Day
456,24-05-2013,Rajasthan Royals,Mumbai Indians,Eden Gardens,Mumbai Indians,Friday,2,6,,,697,20033,487,1045,20067,0,0,164352,8564,45,0,18753,21567,22579,26949,8,0,Day
457,26-05-2013,Mumbai Indians,Chennai Super Kings,Eden Gardens,Mumbai Indians,Sunday,6,7,,,295,21265,206,442,22677,0,1,133042,16520,87,0,22130,21941,21672,39372,5,0,Night
458,16-04-2014,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,Wednesday,6,6,31.0,2.0,241,49398,168,361,54302,0,0,135999,14737,74,0,40452,46545,44506,61394,2,1,Night
459,17-04-2014,Delhi Daredevils,Royal Challengers Bangalore,Sharjah Cricket Stadium,Royal Challengers Bangalore,Thursday,5,6,33.0,2.0,511,52921,357,766,48739,1,0,67955,10323,25,0,47174,56763,55850,69661,9,0,Night
460,18-04-2014,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,Kings XI Punjab,Friday,7,7,21.0,0.0,349,22450,244,523,21191,1,0,87841,16229,54,1,19224,24183,24197,30207,3,0,Day
461,18-04-2014,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,Friday,4,2,31.0,0.0,775,23949,542,1162,22370,0,0,120640,12713,41,0,20331,22496,21735,39097,2,0,Night
462,19-04-2014,Mumbai Indians,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,Saturday,6,6,32.0,0.0,947,40045,662,1420,35300,0,1,188429,9502,62,1,33445,41946,42609,51509,1,0,Day
463,19-04-2014,Kolkata Knight Riders,Delhi Daredevils,Dubai International Cricket Stadium,Delhi Daredevils,Saturday,6,5,20.0,0.0,876,39855,613,1314,40165,0,1,111476,1545,34,1,38085,38153,40052,45033,8,0,Night
464,20-04-2014,Rajasthan Royals,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,Sunday,2,7,33.0,0.0,527,22846,368,790,21641,0,1,94811,5346,79,1,22739,24228,24111,36934,3,0,Day
465,21-04-2014,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,Chennai Super Kings,Monday,7,5,33.0,0.0,472,42443,330,708,40356,1,0,121180,10996,31,1,40090,46663,45985,53805,7,0,Night
466,22-04-2014,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,Kings XI Punjab,Tuesday,7,4,25.0,2.0,855,31259,598,1282,27381,0,0,162856,16775,68,1,26155,28320,28038,50519,1,1,Day
467,23-04-2014,Chennai Super Kings,Rajasthan Royals,Dubai International Cricket Stadium,Chennai Super Kings,Wednesday,7,2,25.0,0.0,514,53664,359,771,53115,1,0,118450,14919,61,0,53813,57928,55698,68407,1,0,Night
468,24-04-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah Cricket Stadium,Kolkata Knight Riders,Thursday,6,6,26.0,0.0,597,28439,417,895,28274,0,0,161888,4810,57,0,27272,29136,30252,42122,9,0,Day
469,25-04-2014,Sunrisers Hyderabad,Delhi Daredevils,Dubai International Cricket Stadium,Sunrisers Hyderabad,Friday,4,5,29.0,0.0,818,43402,572,1227,42035,1,0,160448,8206,64,0,38933,47511,47106,48462,8,1,Night
470,25-04-2014,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,Friday,6,7,31.0,0.0,680,37527,475,1020,36910,0,0,64397,10005,54,1,36346,37264,36843,51796,3,1,Day
471,26-04-2014,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,Saturday,6,2,32.0,1.0,495,25520,346,742,27623,0,1,181800,17371,49,0,22074,27293,27728,44511,6,1,Night
472,26-04-2014,Kings XI Punjab,Kolkata Knight Riders,Sheikh Zayed Stadium,Kings XI Punjab,Saturday,7,6,30.0,0.0,931,48726,651,1396,51044,1,1,169180,13316,49,0,43185,44461,44203,60407,3,1,Night
473,27-04-2014,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stadium,Delhi Daredevils,Sunday,6,5,31.0,1.0,908,48344,635,1362,51429,1,1,116234,19416,97,1,49763,46751,47444,56239,4,0,Night
