match_id,date,home_team,away_team,tournament_phase,day_of_week,time_slot,city,broadcaster,past_viewership_avg_millions,viewership_tv_millions,viewership_digital_millions,total_viewership_millions,marquee_match,rivalry_match,weather_rain,ad_inventory_price_lakhs
IPL2018-07798,20-04-2018,Lucknow Super Giants,Chennai Super Kings,League,Friday,Late,Lucknow,DD Sports,6.27,5.79,5.8,11.59,0,0,0,46.14
IPL2018-07799,19-05-2018,Sunrisers Hyderabad,Mumbai Indians,Eliminator,Saturday,Afternoon,Jaipur,Star Sports,3.79,4,2.52,6.52,0,0,0,35.1
IPL2018-07800,06-04-2018,Lucknow Super Giants,Punjab Kings,League,Friday,Afternoon,Lucknow,JioCinema,4.09,3.3,3.53,6.83,0,0,0,32.05
IPL2018-07801,19-06-2018,Delhi Capitals,Punjab Kings,League,Tuesday,Prime,Delhi,DD Sports,8.02,7.8,8.72,16.52,0,0,0,130
IPL2018-07802,05-05-2018,Delhi Capitals,Rajasthan Royals,League,Saturday,Late,Jaipur,DD Sports,5.08,4.47,5.3,9.77,0,0,0,48.04
IPL2018-07803,15-05-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Tuesday,Prime,Lucknow,DD Sports,7.69,7.49,8.22,15.71,0,0,0,106.86
IPL2018-07804,10-04-2018,Delhi Capitals,Lucknow Super Giants,League,Tuesday,Prime,Chennai,Star Sports,9.93,8.61,10.52,19.13,0,0,0,148.86
IPL2018-07805,29-03-2018,Kolkata Knight Riders,Delhi Capitals,Final,Thursday,Prime,Mumbai,DD Sports,31.3,30.23,33.64,63.87,1,0,0,638.06
IPL2018-07806,21-04-2018,Delhi Capitals,Rajasthan Royals,Qualifier,Saturday,Prime,Jaipur,Star Sports,10.95,10.28,10.88,21.16,0,0,0,186.55
IPL2018-07807,07-04-2018,Gujarat Titans,Lucknow Super Giants,Semi-Final,Saturday,Afternoon,Lucknow,JioCinema,3.61,3.61,3.31,6.92,0,0,0,37.01
IPL2018-07808,26-06-2018,Kolkata Knight Riders,Sunrisers Hyderabad,League,Tuesday,Afternoon,Ahmedabad,DD Sports,2.3,2.84,2.56,5.4,0,0,0,23.69
IPL2018-07809,26-03-2018,Gujarat Titans,Delhi Capitals,League,Monday,Late,Bengaluru,Star Sports,5.16,5.53,4.39,9.92,0,0,0,46.71
IPL2018-07810,30-05-2018,Rajasthan Royals,Mumbai Indians,League,Wednesday,Prime,Lucknow,DD Sports,9.84,9.26,10.36,19.62,0,0,0,154.85
IPL2018-07811,23-03-2018,Kolkata Knight Riders,Rajasthan Royals,League,Friday,Afternoon,Chandigarh,JioCinema,2.72,2.93,3.26,6.19,0,0,0,28.84
IPL2018-07812,31-03-2018,Delhi Capitals,Sunrisers Hyderabad,Eliminator,Saturday,Late,Kolkata,JioCinema,6.74,6.61,7.47,14.08,0,0,0,63.53
IPL2018-07813,23-03-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Friday,Prime,Chennai,DD Sports,9.5,9.34,10.09,19.43,0,0,0,136.44
IPL2018-07814,06-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,Eliminator,Friday,Prime,Bengaluru,JioCinema,10.58,10.1,11.56,21.66,0,0,0,187.03
IPL2018-07815,12-04-2018,Delhi Capitals,Sunrisers Hyderabad,League,Thursday,Afternoon,Ahmedabad,Star Sports,3.47,2.98,2.94,5.92,0,0,0,26.67
IPL2018-07816,04-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Wednesday,Late,Mumbai,JioCinema,6.61,5.46,7.37,12.83,0,0,0,49.73
IPL2018-07817,27-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Semi-Final,Friday,Afternoon,Lucknow,Star Sports,4.26,3.87,4.01,7.88,0,0,0,41.95
IPL2018-07818,12-04-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Thursday,Late,Jaipur,Star Sports,6.13,5.73,6.96,12.69,0,0,0,50.35
IPL2018-07819,20-03-2018,Royal Challengers Bangalore,Delhi Capitals,League,Tuesday,Late,Jaipur,Star Sports,5.01,4.59,6.07,10.66,0,0,0,49.4
IPL2018-07820,31-03-2018,Delhi Capitals,Lucknow Super Giants,Qualifier,Saturday,Afternoon,Kolkata,Star Sports,3,3,3.2,6.2,0,0,0,35.39
IPL2018-07821,09-04-2018,Gujarat Titans,Punjab Kings,League,Monday,Late,Chandigarh,Star Sports,5.29,4.28,5.43,9.71,0,0,0,48.11
IPL2018-07822,17-05-2018,Kolkata Knight Riders,Mumbai Indians,League,Thursday,Afternoon,Mumbai,DD Sports,3.71,3.52,2.73,6.25,1,0,0,31.72
IPL2018-07823,19-04-2018,Punjab Kings,Gujarat Titans,League,Thursday,Afternoon,Hyderabad,Star Sports,1.98,2.86,1.03,3.89,0,0,0,19.19
IPL2018-07824,07-04-2018,Punjab Kings,Kolkata Knight Riders,Semi-Final,Saturday,Afternoon,Mumbai,Star Sports,4.55,4.28,4.01,8.29,0,0,0,47.94
IPL2018-07825,25-03-2018,Delhi Capitals,Kolkata Knight Riders,League,Sunday,Late,Jaipur,JioCinema,5.69,4.77,6.12,10.89,0,0,0,42.51
IPL2018-07826,20-04-2018,Mumbai Indians,Punjab Kings,League,Friday,Afternoon,Hyderabad,Star Sports,3.04,2.86,2.88,5.74,0,0,0,25.89
IPL2018-07827,27-05-2018,Kolkata Knight Riders,Mumbai Indians,League,Sunday,Late,Mumbai,Star Sports,7.68,7,8.49,15.49,1,0,0,67.52
IPL2018-07828,10-04-2018,Royal Challengers Bangalore,Gujarat Titans,Qualifier,Tuesday,Afternoon,Bengaluru,JioCinema,4.25,3.42,4.51,7.93,0,0,0,39.13
IPL2018-07829,01-04-2018,Chennai Super Kings,Mumbai Indians,Final,Sunday,Late,Ahmedabad,DD Sports,20.4,18.14,22.11,40.25,1,1,0,202.87
IPL2018-07830,01-05-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Tuesday,Late,Jaipur,DD Sports,7.96,6.61,7.82,14.43,0,0,0,61.88
IPL2018-07831,19-05-2018,Mumbai Indians,Rajasthan Royals,League,Saturday,Afternoon,Mumbai,Star Sports,3.5,3.42,3.25,6.67,0,0,0,28.05
IPL2018-07832,13-04-2018,Lucknow Super Giants,Delhi Capitals,Semi-Final,Friday,Afternoon,Chennai,JioCinema,4.55,4.89,3.56,8.45,0,0,0,41.81
IPL2018-07833,04-05-2018,Sunrisers Hyderabad,Rajasthan Royals,League,Friday,Late,Ahmedabad,JioCinema,5.86,6.07,6.77,12.84,0,0,0,61.84
IPL2018-07834,08-04-2018,Lucknow Super Giants,Mumbai Indians,League,Sunday,Prime,Ahmedabad,JioCinema,9.5,8.79,9.63,18.42,0,0,0,119.71
IPL2018-07835,06-05-2018,Punjab Kings,Delhi Capitals,League,Sunday,Late,Chandigarh,JioCinema,5.8,5.15,5.18,10.33,0,0,0,43.51
IPL2018-07836,29-05-2018,Kolkata Knight Riders,Lucknow Super Giants,Eliminator,Tuesday,Late,Kolkata,Star Sports,6.29,5.84,6.44,12.28,0,0,0,56.39
IPL2018-07837,11-05-2018,Royal Challengers Bangalore,Delhi Capitals,League,Friday,Prime,Hyderabad,JioCinema,8.94,8.89,10.22,19.11,0,0,0,147.55
IPL2018-07838,30-04-2018,Delhi Capitals,Sunrisers Hyderabad,League,Monday,Late,Mumbai,JioCinema,5.86,5.33,5.62,10.95,0,0,0,42.17
IPL2018-07839,13-06-2018,Punjab Kings,Lucknow Super Giants,League,Wednesday,Afternoon,Bengaluru,Star Sports,2.81,3.49,2.18,5.67,0,0,0,29.46
IPL2018-07840,11-04-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Wednesday,Prime,Ahmedabad,DD Sports,8.85,9.12,9.89,19.01,0,0,0,132.12
IPL2018-07841,30-04-2018,Lucknow Super Giants,Mumbai Indians,League,Monday,Prime,Bengaluru,Star Sports,9.52,8.83,8.66,17.49,0,0,0,142.84
IPL2018-07842,12-04-2018,Delhi Capitals,Sunrisers Hyderabad,League,Thursday,Late,Hyderabad,Star Sports,4.95,4.81,6.18,10.99,0,0,0,42.74
IPL2018-07843,30-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Monday,Prime,Ahmedabad,DD Sports,9.39,9.44,9.72,19.16,0,0,0,128.91
IPL2018-07844,05-05-2018,Mumbai Indians,Royal Challengers Bangalore,Qualifier,Saturday,Prime,Hyderabad,JioCinema,11.52,10.12,11.22,21.34,0,1,0,207.46
IPL2018-07845,13-05-2018,Gujarat Titans,Delhi Capitals,League,Sunday,Prime,Jaipur,DD Sports,8.89,8.97,10.7,19.67,0,0,0,154
IPL2018-07846,17-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Tuesday,Late,Kolkata,DD Sports,5.97,5.29,7.08,12.37,0,0,0,49.55
IPL2018-07847,22-03-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Thursday,Afternoon,Jaipur,DD Sports,4.01,4.33,4.21,8.54,1,0,0,42.99
IPL2018-07848,12-04-2018,Sunrisers Hyderabad,Punjab Kings,League,Thursday,Late,Bengaluru,Star Sports,6.01,4.203707462,5.447338657,9.65,0,0,1,45.8
IPL2018-07849,04-05-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Friday,Afternoon,Hyderabad,DD Sports,2.9,2.69,3.16,5.85,0,0,0,23
IPL2018-07850,24-04-2018,Delhi Capitals,Punjab Kings,League,Tuesday,Prime,Ahmedabad,JioCinema,11.04,9.06,11.67,20.73,0,0,0,136.93
IPL2018-07851,28-04-2018,Royal Challengers Bangalore,Chennai Super Kings,League,Saturday,Late,Bengaluru,Star Sports,7.22,7.18,8.16,15.34,1,0,0,74.35
IPL2018-07852,07-05-2018,Delhi Capitals,Kolkata Knight Riders,League,Monday,Afternoon,Jaipur,DD Sports,2.05,1.88,1.94,3.82,0,0,0,16.27
IPL2018-07853,29-03-2018,Punjab Kings,Chennai Super Kings,League,Thursday,Afternoon,Delhi,Star Sports,2.69,2.75,2.24,4.99,0,0,0,20.92
IPL2018-07854,09-05-2018,Delhi Capitals,Chennai Super Kings,League,Wednesday,Afternoon,Chennai,JioCinema,2.6,1.92,4.62,6.54,0,0,0,27.59
IPL2018-07855,16-06-2018,Kolkata Knight Riders,Rajasthan Royals,League,Saturday,Late,Chandigarh,Star Sports,6.24,6.09,6.72,12.81,0,0,0,61.52
IPL2018-07856,09-04-2018,Kolkata Knight Riders,Chennai Super Kings,League,Monday,Prime,Lucknow,JioCinema,8.37,8.38,7.89,16.27,0,0,0,104.17
IPL2018-07857,14-05-2018,Rajasthan Royals,Royal Challengers Bangalore,League,Monday,Late,Jaipur,DD Sports,6.95,5.98,7.21,13.19,0,0,0,52.78
IPL2018-07858,19-04-2018,Mumbai Indians,Lucknow Super Giants,League,Thursday,Prime,Hyderabad,DD Sports,9.01,8.94,10.11,19.05,0,0,0,145.24
IPL2018-07859,27-04-2018,Gujarat Titans,Punjab Kings,Qualifier,Friday,Prime,Chandigarh,JioCinema,10.58,10.68,10.24,20.92,0,0,0,180.79
IPL2018-07860,10-05-2018,Mumbai Indians,Delhi Capitals,Final,Thursday,Late,Jaipur,JioCinema,19.5,13.32090577,24.76973766,38.09,1,0,1,205.74
IPL2018-07861,24-04-2018,Chennai Super Kings,Lucknow Super Giants,League,Tuesday,Afternoon,Ahmedabad,Star Sports,3.69,3.49,3.49,6.98,0,0,0,26.69
IPL2018-07862,08-04-2018,Delhi Capitals,Sunrisers Hyderabad,League,Sunday,Afternoon,Bengaluru,JioCinema,3.29,3.1,2.74,5.84,0,0,0,25.38
IPL2018-07863,25-04-2018,Chennai Super Kings,Delhi Capitals,Semi-Final,Wednesday,Afternoon,Chennai,JioCinema,4.73,4.65,3.74,8.39,0,0,0,43.81
IPL2018-07864,01-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Sunday,Late,Mumbai,Star Sports,5.6,5.53,6.04,11.57,0,0,0,52.79
IPL2018-07865,25-03-2018,Mumbai Indians,Rajasthan Royals,Final,Sunday,Late,Delhi,Star Sports,20.06,17.79,21.83,39.62,1,0,0,182.88
IPL2018-07866,01-06-2018,Sunrisers Hyderabad,Kolkata Knight Riders,League,Friday,Late,Bengaluru,JioCinema,5.44,4.47,6.9,11.37,0,0,0,52.99
IPL2018-07867,29-04-2018,Gujarat Titans,Lucknow Super Giants,League,Sunday,Prime,Lucknow,Star Sports,8.42,8.81,8.54,17.35,0,0,0,130.6
IPL2018-07868,05-05-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Saturday,Prime,Ahmedabad,DD Sports,8.47,7.97,9.98,17.95,0,0,0,131.02
IPL2018-07869,22-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Sunday,Prime,Ahmedabad,Star Sports,8.92,8,10.38,18.38,0,0,0,144.75
IPL2018-07870,23-03-2018,Mumbai Indians,Kolkata Knight Riders,Semi-Final,Friday,Afternoon,Mumbai,Star Sports,4.36,5.51,4.9,10.41,1,0,0,53.24
IPL2018-07871,29-05-2018,Punjab Kings,Royal Challengers Bangalore,League,Tuesday,Prime,Hyderabad,JioCinema,9.13,8.73,9.54,18.27,0,0,0,142.37
IPL2018-07872,08-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,Semi-Final,Sunday,Prime,Chandigarh,DD Sports,12.71,12.76,12.61,25.37,0,0,0,235.69
IPL2018-07873,12-04-2018,Punjab Kings,Lucknow Super Giants,League,Thursday,Prime,Mumbai,DD Sports,9.16,7.7,9.35,17.05,0,0,0,137.19
IPL2018-07874,23-05-2018,Royal Challengers Bangalore,Lucknow Super Giants,League,Wednesday,Late,Lucknow,DD Sports,6.69,5.77,6.8,12.57,0,0,0,58.33
IPL2018-07875,01-04-2018,Chennai Super Kings,Punjab Kings,League,Sunday,Prime,Bengaluru,JioCinema,9.71,9.38,10.29,19.67,0,0,0,162.67
IPL2018-07876,10-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Tuesday,Afternoon,Ahmedabad,DD Sports,2.91,2.750473005,3.826894006,6.58,0,0,1,32.26
IPL2018-07877,09-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Monday,Prime,Mumbai,JioCinema,9.59,8.43,11.21,19.64,0,0,0,148.69
IPL2018-07878,31-03-2018,Rajasthan Royals,Mumbai Indians,League,Saturday,Late,Chennai,DD Sports,4.49,4.78,4.91,9.69,0,0,0,39.89
IPL2018-07879,19-04-2018,Delhi Capitals,Lucknow Super Giants,League,Thursday,Prime,Jaipur,Star Sports,9.42,9.76,9.25,19.01,0,0,0,156.16
IPL2018-07880,02-04-2018,Royal Challengers Bangalore,Delhi Capitals,League,Monday,Late,Lucknow,Star Sports,5.29,5.99,5.26,11.25,0,0,0,52.8
IPL2018-07881,31-05-2018,Punjab Kings,Kolkata Knight Riders,League,Thursday,Afternoon,Chandigarh,JioCinema,2.91,2.53,2.69,5.22,0,0,0,20.85
IPL2018-07882,24-03-2018,Mumbai Indians,Lucknow Super Giants,League,Saturday,Late,Chandigarh,Star Sports,5.84,5.43,5.86,11.29,0,0,0,51.81
IPL2018-07883,28-03-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Wednesday,Late,Hyderabad,JioCinema,7,5.54,7.56,13.1,0,0,0,55.29
IPL2018-07884,10-04-2018,Kolkata Knight Riders,Punjab Kings,League,Tuesday,Afternoon,Chennai,Star Sports,2.29,2.87,2.59,5.46,0,0,0,24.79
IPL2018-07885,17-04-2018,Chennai Super Kings,Kolkata Knight Riders,League,Tuesday,Afternoon,Delhi,Star Sports,2.82,3.37,2.31,5.68,0,0,0,25.68
IPL2018-07886,04-04-2018,Rajasthan Royals,Punjab Kings,Eliminator,Wednesday,Late,Lucknow,DD Sports,7.17,6.03,8.19,14.22,0,0,0,66.06
IPL2018-07887,07-05-2018,Sunrisers Hyderabad,Gujarat Titans,League,Monday,Afternoon,Bengaluru,DD Sports,3.47,3,3.79,6.79,0,0,0,32.86
IPL2018-07888,13-04-2018,Punjab Kings,Royal Challengers Bangalore,League,Friday,Afternoon,Mumbai,Star Sports,3.62,3.72,3.41,7.13,0,0,0,28.73
IPL2018-07889,30-04-2018,Punjab Kings,Rajasthan Royals,League,Monday,Prime,Bengaluru,JioCinema,9.74,8.9,10.87,19.77,0,0,0,161.73
IPL2018-07890,27-05-2018,Gujarat Titans,Royal Challengers Bangalore,Semi-Final,Sunday,Prime,Kolkata,JioCinema,13.62,12.83,15.05,27.88,0,0,0,225.84
IPL2018-07891,12-06-2018,Punjab Kings,Gujarat Titans,League,Tuesday,Prime,Delhi,DD Sports,9.14,8.28,8.95,17.23,0,0,0,138.99
IPL2018-07892,11-04-2018,Mumbai Indians,Gujarat Titans,League,Wednesday,Prime,Delhi,JioCinema,9.48,7.76,10.55,18.31,0,0,0,114.04
IPL2018-07893,19-04-2018,Kolkata Knight Riders,Royal Challengers Bangalore,League,Thursday,Late,Chandigarh,JioCinema,5.05,4.76,5.61,10.37,0,0,0,40.02
IPL2018-07894,24-04-2018,Gujarat Titans,Rajasthan Royals,League,Tuesday,Prime,Jaipur,Star Sports,9.61,7.570564776,9.822825721,17.39,0,0,1,124.65
IPL2018-07895,11-04-2018,Punjab Kings,Delhi Capitals,League,Wednesday,Prime,Chandigarh,Star Sports,9.81,8.71,10.16,18.87,0,0,0,127.33
IPL2018-07896,30-03-2018,Lucknow Super Giants,Sunrisers Hyderabad,Semi-Final,Friday,Afternoon,Kolkata,DD Sports,3.17,4.57,3.09,7.66,0,0,0,36.81
IPL2018-07897,16-05-2018,Sunrisers Hyderabad,Delhi Capitals,Semi-Final,Wednesday,Late,Lucknow,DD Sports,7.71,6.96,8.57,15.53,0,0,0,90.09
IPL2018-07898,30-03-2018,Chennai Super Kings,Royal Challengers Bangalore,League,Friday,Late,Hyderabad,DD Sports,7.5,7.76,7.2,14.96,1,0,0,59.01
IPL2018-07899,20-05-2018,Punjab Kings,Mumbai Indians,League,Sunday,Afternoon,Delhi,JioCinema,2.23,1.83,2.67,4.5,0,0,0,20.25
IPL2018-07900,28-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,League,Saturday,Prime,Chandigarh,DD Sports,10.31,9.19,9.56,18.75,0,0,0,141.71
IPL2018-07901,23-04-2018,Rajasthan Royals,Kolkata Knight Riders,League,Monday,Late,Mumbai,Star Sports,5.3,5,6.2,11.2,0,0,0,55.12
IPL2018-07902,03-04-2018,Rajasthan Royals,Delhi Capitals,League,Tuesday,Afternoon,Chandigarh,Star Sports,2.82,2.63,2.13,4.76,0,0,0,21.24
IPL2018-07903,21-03-2018,Kolkata Knight Riders,Sunrisers Hyderabad,League,Wednesday,Afternoon,Delhi,DD Sports,3.24,3.16,2.93,6.09,0,0,0,29.93
IPL2018-07904,15-05-2018,Delhi Capitals,Lucknow Super Giants,League,Tuesday,Afternoon,Delhi,DD Sports,2.08,1.98,2.33,4.31,0,0,0,16.58
IPL2018-07905,03-04-2018,Mumbai Indians,Lucknow Super Giants,League,Tuesday,Late,Chandigarh,DD Sports,4.62,4.02,5.35,9.37,0,0,0,40.28
IPL2018-07906,30-04-2018,Chennai Super Kings,Punjab Kings,League,Monday,Prime,Lucknow,JioCinema,8.24,8.63,8.16,16.79,0,0,0,111.46
IPL2018-07907,01-05-2018,Rajasthan Royals,Sunrisers Hyderabad,League,Tuesday,Prime,Ahmedabad,Star Sports,11.13,10.99,10.69,21.68,0,0,0,145.9
IPL2018-07908,17-04-2018,Chennai Super Kings,Punjab Kings,League,Tuesday,Prime,Delhi,Star Sports,8.65,7.99,9.61,17.6,0,0,0,117.31
IPL2018-07909,23-04-2018,Chennai Super Kings,Sunrisers Hyderabad,League,Monday,Afternoon,Ahmedabad,Star Sports,3.08,3.27,3.12,6.39,0,0,0,31.88
IPL2018-07910,28-04-2018,Mumbai Indians,Gujarat Titans,League,Saturday,Late,Ahmedabad,Star Sports,6.6,5.08,7.86,12.94,0,0,0,53.84
IPL2018-07911,21-04-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,League,Saturday,Prime,Chennai,DD Sports,10.76,10.17,12.13,22.3,0,0,0,164.17
IPL2018-07912,02-04-2018,Punjab Kings,Royal Challengers Bangalore,League,Monday,Late,Chennai,DD Sports,5.61,4.51,6.28,10.79,0,0,0,44.09
IPL2018-07913,24-03-2018,Rajasthan Royals,Mumbai Indians,League,Saturday,Afternoon,Kolkata,DD Sports,2.41,1.697546995,3.672496468,5.37,0,0,1,22.82
IPL2018-07914,04-04-2018,Lucknow Super Giants,Mumbai Indians,League,Wednesday,Prime,Delhi,JioCinema,8.37,7,8.99,15.99,0,0,0,124.55
IPL2018-07915,09-04-2018,Lucknow Super Giants,Gujarat Titans,League,Monday,Prime,Chennai,JioCinema,9.14,9.12,9.15,18.27,0,0,0,127.7
IPL2018-07916,30-05-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Wednesday,Afternoon,Delhi,JioCinema,2.76,2.96,3.19,6.15,0,0,0,30.08
IPL2018-07917,28-03-2018,Kolkata Knight Riders,Chennai Super Kings,League,Wednesday,Prime,Bengaluru,JioCinema,9.55,8.97,9.96,18.93,0,0,0,122.52
IPL2018-07918,05-06-2018,Rajasthan Royals,Punjab Kings,League,Tuesday,Afternoon,Delhi,Star Sports,3.5,2.61,4.14,6.75,0,0,0,30.55
IPL2018-07919,22-06-2018,Delhi Capitals,Chennai Super Kings,League,Friday,Late,Mumbai,JioCinema,5.97,5.31,5.66,10.97,0,0,0,54.06
IPL2018-07920,05-04-2018,Sunrisers Hyderabad,Rajasthan Royals,League,Thursday,Late,Ahmedabad,DD Sports,5.97,5.13,5.88,11.01,0,0,0,47.44
IPL2018-07921,20-06-2018,Rajasthan Royals,Mumbai Indians,League,Wednesday,Late,Jaipur,Star Sports,5.44,4.91,6.02,10.93,0,0,0,43.96
IPL2018-07922,14-04-2018,Mumbai Indians,Kolkata Knight Riders,Final,Saturday,Prime,Hyderabad,DD Sports,33.45,31,34.51,65.51,1,0,0,531.8
IPL2018-07923,10-04-2018,Lucknow Super Giants,Gujarat Titans,League,Tuesday,Late,Bengaluru,JioCinema,5.02,4.78,5.91,10.69,0,0,0,51.74
IPL2018-07924,30-05-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Final,Wednesday,Prime,Chandigarh,Star Sports,34.18,31.62,36.2,67.82,1,0,0,649.63
IPL2018-07925,22-04-2018,Sunrisers Hyderabad,Chennai Super Kings,League,Sunday,Late,Delhi,DD Sports,5.08,5.97,5.3,11.27,0,0,0,52.5
IPL2018-07926,18-04-2018,Chennai Super Kings,Delhi Capitals,League,Wednesday,Prime,Chandigarh,JioCinema,9.98,7.05,11.55,18.6,0,0,0,121
IPL2018-07927,04-04-2018,Rajasthan Royals,Gujarat Titans,League,Wednesday,Late,Kolkata,JioCinema,5.47,6.17,5.14,11.31,0,0,0,45.44
IPL2018-07928,05-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Thursday,Prime,Jaipur,JioCinema,10.01,9.52,10.78,20.3,0,0,0,150.65
IPL2018-07929,19-04-2018,Lucknow Super Giants,Rajasthan Royals,League,Thursday,Prime,Ahmedabad,JioCinema,8.99,7.9,10.2,18.1,0,0,0,135.54
IPL2018-07930,30-05-2018,Punjab Kings,Sunrisers Hyderabad,League,Wednesday,Prime,Hyderabad,Star Sports,9.05,8.34,9.65,17.99,0,0,0,127.88
IPL2018-07931,28-03-2018,Sunrisers Hyderabad,Gujarat Titans,Semi-Final,Wednesday,Late,Hyderabad,JioCinema,8.49,7.11,9.85,16.96,0,0,0,91.39
IPL2018-07932,15-04-2018,Rajasthan Royals,Chennai Super Kings,League,Sunday,Prime,Mumbai,DD Sports,9.16,7.85,10.07,17.92,0,0,0,134.62
IPL2018-07933,26-03-2018,Delhi Capitals,Royal Challengers Bangalore,League,Monday,Prime,Chennai,JioCinema,9.89,9.56,9.41,18.97,0,0,0,127.21
IPL2018-07934,03-04-2018,Delhi Capitals,Mumbai Indians,League,Tuesday,Late,Chandigarh,JioCinema,4.32,4.12,6.27,10.39,0,0,0,48.02
IPL2018-07935,04-05-2018,Delhi Capitals,Royal Challengers Bangalore,League,Friday,Afternoon,Jaipur,JioCinema,3.17,3.6,3.17,6.77,0,0,0,31.76
IPL2018-07936,01-04-2018,Lucknow Super Giants,Kolkata Knight Riders,League,Sunday,Afternoon,Kolkata,JioCinema,2.4,3.34,1.61,4.95,0,0,0,23.66
IPL2018-07937,18-05-2018,Punjab Kings,Royal Challengers Bangalore,League,Friday,Late,Bengaluru,JioCinema,5.69,5.77,5.35,11.12,0,0,0,55.49
IPL2018-07938,31-03-2018,Royal Challengers Bangalore,Lucknow Super Giants,League,Saturday,Late,Chennai,DD Sports,6.02,5.96,5.9,11.86,0,0,0,46.16
IPL2018-07939,06-04-2018,Mumbai Indians,Royal Challengers Bangalore,League,Friday,Prime,Chennai,DD Sports,9.82,9.28,10.94,20.22,0,1,0,146.24
IPL2018-07940,22-03-2018,Gujarat Titans,Sunrisers Hyderabad,League,Thursday,Prime,Chennai,DD Sports,9.75,9.6,10.24,19.84,0,0,0,149.41
IPL2018-07941,18-05-2018,Delhi Capitals,Sunrisers Hyderabad,League,Friday,Prime,Bengaluru,DD Sports,9.61,8.97,9.96,18.93,0,0,0,127.33
IPL2018-07942,12-05-2018,Delhi Capitals,Gujarat Titans,League,Saturday,Late,Hyderabad,Star Sports,6.18,6.24,6.22,12.46,0,0,0,54.8
IPL2018-07943,26-03-2018,Delhi Capitals,Chennai Super Kings,League,Monday,Afternoon,Kolkata,DD Sports,1.96,2.68,1.5,4.18,0,0,0,18.82
IPL2018-07944,11-04-2018,Delhi Capitals,Punjab Kings,League,Wednesday,Late,Chennai,Star Sports,5.63,4.6,6.36,10.96,0,0,0,48.25
IPL2018-07945,09-04-2018,Royal Challengers Bangalore,Rajasthan Royals,League,Monday,Afternoon,Jaipur,DD Sports,4.11,3.59,3.88,7.47,0,0,0,36.01
IPL2018-07946,07-04-2018,Rajasthan Royals,Chennai Super Kings,Qualifier,Saturday,Afternoon,Hyderabad,DD Sports,4.06,3.48,3.86,7.34,0,0,0,39.19
IPL2018-07947,22-06-2018,Delhi Capitals,Chennai Super Kings,League,Friday,Afternoon,Kolkata,DD Sports,3.26,3.89,2.1,5.99,0,0,0,30.03
IPL2018-07948,07-04-2018,Royal Challengers Bangalore,Punjab Kings,League,Saturday,Afternoon,Chandigarh,DD Sports,3.36,3.77,3.41,7.18,0,0,0,35.01
IPL2018-07949,01-04-2018,Delhi Capitals,Rajasthan Royals,League,Sunday,Prime,Chandigarh,DD Sports,8.55,9.37,8.46,17.83,0,0,0,136.05
IPL2018-07950,22-03-2018,Lucknow Super Giants,Punjab Kings,Eliminator,Thursday,Afternoon,Mumbai,Star Sports,3.61,4.96,3.08,8.04,0,0,0,43.15
IPL2018-07951,02-04-2018,Gujarat Titans,Punjab Kings,League,Monday,Afternoon,Kolkata,Star Sports,2.99,2.49,2.47,4.96,0,0,0,19.87
IPL2018-07952,30-05-2018,Mumbai Indians,Sunrisers Hyderabad,League,Wednesday,Late,Bengaluru,Star Sports,5.94,5.78,6.07,11.85,0,0,0,49.97
IPL2018-07953,22-04-2018,Punjab Kings,Sunrisers Hyderabad,Semi-Final,Sunday,Late,Hyderabad,Star Sports,8.26,5.99,9.22,15.21,0,0,0,81.56
IPL2018-07954,22-04-2018,Delhi Capitals,Chennai Super Kings,League,Sunday,Prime,Chandigarh,DD Sports,8.54,7.5,9.53,17.03,0,0,0,105.92
IPL2018-07955,03-04-2018,Lucknow Super Giants,Sunrisers Hyderabad,League,Tuesday,Prime,Ahmedabad,Star Sports,9.28,9.35,9.57,18.92,0,0,0,152.85
IPL2018-07956,22-05-2018,Kolkata Knight Riders,Delhi Capitals,League,Tuesday,Late,Kolkata,JioCinema,5.28,4.96,5.6,10.56,0,0,0,44.58
